ID	TP/FP	alt support	ref support
HG3_Ill_Spiral_18696	TP	23	28
HG4_Ill_150bpfermikitraw_22898	TP	34	41
HG3_Ill_Spiral_18698	FP	8	-1
HG2_Ill_150bpfermikitraw_22783	TP	7	19
HG4_Ill_GATKHC_29040	TP	27	0
HG4_Ill_150bpfermikitraw_22901	TP	38	0
HG2_Ill_SVrefine2DISCOVARplusDovetail_7513	TP	1	51
HG3_Ill_Krunchall_24081	TP	20	-1
HG2_Ill_SpiralSDKrefine_9759	TP	55	0
HG2_Ill_scalpel_17155	TP	45	2
HG2_Ill_150bpfermikitraw_22787	TP	35	2
HG3_Ill_Krunchall_24085	TP	60	0
HG2_Ill_250bpfermikitraw_24198	TP	23	21
HG2_Ill_scalpel_17157	TP	11	2
HG3_Ill_MetaSV_3014	TP	29	0
HG4_Ill_150bpfermikitraw_22908	FP	17	47
HG2_Ill_Cortex_4894	TP	20	22
HG4_Ill_GATKHC_29049	TP	3	4
HG4_Ill_150bpfermikitraw_22911	TP	2	22
HG2_Ill_scalpel_17159	TP	7	9
HG4_Ill_GATKHC_29052	FP	37	28
HG4_CG_vcfBeta_11457	TP	41	3
HG2_PB_SVrefine2PB10Xhap12_13553	TP	1	-1
HG2_PB_pbsv_18553	TP	1	1
HG2_PB_SVrefine2Falcon2Bionano_9132	TP	31	6
HG4_PB_SVrefine2Falcon1Dovetail_11543	TP	1	-1
HG2_Ill_150bpfermikitraw_22794	TP	7	-1
HG2_Ill_svaba_22696	TP	7	8
HG2_CG_vcfBeta_10425	TP	30	25
HG2_Ill_250bpfermikitraw_24203	TP	23	-1
HG4_PB_assemblyticsfalcon_15163	FP	32	-1
HG4_Ill_GATKHC_29057	TP	23	34
HG4_Ill_FB_15402	TP	8	353
HG2_Ill_FB_15530	TP	18	59
HG2_PB_SVrefine2Falcon2Bionano_9134	TP	21	0
HG4_Ill_150bpfermikitraw_22919	TP	17	18
HG4_Ill_150bpfermikitraw_22920	FP	32	11
HG4_Ill_GATKHCSBGrefine_12512	TP	17	-1
HG2_PB_SVrefine2PBcRplusDovetail_6416	TP	52	112
HG2_PB_SVrefine2PB10Xhap12_13561	TP	12	14
HG2_Ill_GATKHC_29089	TP	7	4
HG2_CG_vcfBeta_10433	TP	28	15
HG3_Ill_scalpel_17502	TP	39	0
HG2_Ill_FB_15532	TP	27	20
HG3_Ill_250bpfermikitraw_23523	TP	35	3
HG2_Ill_GATKHC_29094	TP	1	1
HG3_Ill_svaba_22924	TP	23	13
HG2_PB_SVrefine2PBcRplusDovetail_6420	TP	68	-1
HG3_Ill_GATKHCSBGrefine_11965	TP	28	1
HG2_Ill_scalpel_17169	TP	27	22
HG3_Ill_150bpfermikitraw_22837	TP	16	-1
HG4_Ill_250bpfermikitraw_23828	FP	3	-1
HG2_Ill_scalpel_17170	TP	26	22
HG4_Ill_svaba_22658	FP	22	28
HG2_Ill_GATKHC_29101	TP	39	20
HG4_PB_pbsv_18496	TP	19	-1
HG3_Ill_scalpel_17509	TP	106	11
HG4_Ill_Krunchall_24858	FP	4	90
HG4_Ill_SVrefine2DISCOVARDovetail_12913	FP	12	30
HG2_PB_SVrefine2Falcon1plusDovetail_6919	TP	2	313
HG2_PB_SVrefine2PBcRplusDovetail_6423	TP	42	467
HG4_Ill_GATKHCSBGrefine_12520	FP	56	826
HG2_10X_SVrefine210Xhap12_12967	TP	79	1157
HG3_Ill_MetaSV_3026	TP	89	54
HG3_PB_HySA_27761	FP	27	23
HG2_Ill_SpiralSDKrefine_9780	TP	18	52
HG4_Ill_svaba_22659	FP	1	49
HG2_PB_HySA_33624	TP	35	28
HG3_PB_pbsv_18264	TP	96	27
HG2_Ill_SpiralSDKrefine_9781	TP	21	30
HG2_Ill_MetaSV_2875	TP	20	20
HG4_Ill_Krunchall_24860	TP	89	137
HG3_Ill_250bpfermikitraw_23527	TP	134	30
HG2_Ill_Krunchall_24552	TP	299	23
HG3_Ill_GATKHCSBGrefine_11973	TP	17	-1
HG3_Ill_GATKHC_29019	TP	23	-1
HG2_Ill_Krunchall_24553	TP	364	-1
HG3_Ill_150bpfermikitraw_22841	TP	202	28
HG4_Ill_Krunchall_24863	TP	49	47
HG4_Ill_GATKHC_29079	TP	89	-1
HG2_Ill_250bpfermikitraw_24221	TP	74	-1
HG3_PB_HySA_27767	FP	144	799
HG2_Ill_scalpel_17176	TP	419	256
HG4_PB_HySA_26842	TP	4465	156
HG4_Ill_FB_15413	FP	9	162
HG3_Ill_Krunchall_24111	TP	38	35
HG3_Ill_GATKHC_29026	TP	127	282
HG2_Ill_Krunchall_24562	TP	132	34
HG2_Ill_150bpfermikitraw_22815	TP	20	16
HG2_Ill_scalpel_17181	TP	25	23
HG3_Ill_GATKHC_29031	TP	30	13
HG3_Ill_FB_15507	TP	29	13
HG3_Ill_GATKHC_29033	FP	23	-1
HG3_Ill_GATKHC_29034	TP	19	8
HG2_Ill_svaba_22715	TP	22	22
HG3_Ill_250bpfermikitraw_23539	TP	21	11
HG3_Ill_150bpfermikitraw_22853	TP	65	25
HG4_Ill_GATKHC_29088	TP	13	23
HG2_Ill_250bpfermikitraw_24232	TP	32	18
HG2_PB_SVrefine2PB10Xhap12_13580	TP	12	0
HG4_Ill_FB_15417	TP	18	13
HG2_10X_SVrefine210Xhap12_12971	TP	27	21
HG4_Ill_SVrefine2DISCOVARDovetail_12916	TP	21	23
HG4_Ill_GATKHC_29091	TP	10	10
HG2_Ill_Krunchall_24569	TP	26	33
HG3_Ill_250bpfermikitraw_23540	TP	48	-1
HG3_Ill_Krunchall_24120	TP	23	1
HG4_Ill_svaba_22672	TP	1	27
HG3_Ill_GATKHC_29043	TP	40	31
HG2_Ill_svaba_22720	TP	18	0
HG2_Ill_GATKHC_29133	TP	52	0
HG2_PB_assemblyticsPBcR_15043	TP	23	18
HG3_PB_SVrefine2Falcon1Dovetail_11532	TP	71	34
HG3_Ill_scalpel_17527	TP	51	58
HG3_PB_SVrefine2Falcon1Dovetail_11534	TP	27	6
HG2_PB_SVrefine2PBcRplusDovetail_6430	TP	46	-1
HG2_Ill_svaba_22724	TP	43	46
HG4_Ill_Krunchall_24882	FP	12	3
HG4_Ill_GATKHCSBGrefine_12531	TP	52	49
HG2_Ill_150bpfermikitraw_22829	TP	26	0
HG3_Ill_Spiral_18728	FP	30	11
HG2_PB_SVrefine2PB10Xhap12_13585	TP	1	-1
HG2_PB_SVrefine2PBcRplusDovetail_6432	TP	33	-1
HG2_PB_SVrefine2Falcon2Bionano_9154	TP	2	6
HG2_Ill_GATKHC_29137	TP	23	11
HG3_Ill_Spiral_18730	TP	33	15
HG4_Ill_FB_15422	TP	21	25
HG3_Ill_scalpel_17531	TP	57	41
HG3_Ill_SVrefine2DISCOVARDovetail_13099	TP	27	24
HG2_Ill_GATKHC_29140	TP	25	10
HG4_PB_assemblyticsfalcon_15204	FP	60	2
HG4_Ill_150bpfermikitraw_22953	FP	29	42
HG2_PB_SVrefine2Falcon2Bionano_9157	TP	3	41
HG2_Ill_manta_4917	TP	42	2
HG4_Ill_Krunchall_24887	TP	55	0
HG2_PB_SVrefine2Falcon2Bionano_9158	TP	27	0
HG2_10X_SVrefine210Xhap12_12980	TP	10	28
HG4_Ill_GATKHC_29105	TP	29	12
HG4_PB_SVrefine2PBcRDovetail_9350	TP	1	38
HG4_Ill_MetaSV_2983	FP	74	-1
HG4_Ill_svaba_22683	TP	9	37
HG2_Ill_SpiralSDKrefine_9799	TP	22	23
HG2_Ill_FB_15557	TP	54	1
HG2_PB_pbsv_18596	TP	45	24
HG3_CG_vcfBeta_9887	TP	54	0
HG2_CG_vcfBeta_10450	TP	23	40
HG2_Ill_Krunchall_24589	TP	23	16
HG3_Ill_150bpfermikitraw_22868	TP	66	43
HG3_Ill_GATKHCSBGrefine_11986	TP	43	0
HG4_PB_SVrefine2PBcRDovetail_9353	TP	58	2112
HG3_Ill_Spiral_18737	FP	16	4
HG3_Ill_scalpel_17537	TP	13	0
HG3_Ill_FB_15523	FP	71	0
HG4_Ill_GATKHC_29112	TP	30	62
HG3_Ill_manta_4015	TP	44	3
HG3_Ill_Krunchall_24141	TP	29	15
HG4_Ill_150bpfermikitraw_22963	FP	1	62
HG4_PB_SVrefine2Falcon1Dovetail_11570	FP	3	65
HG4_Ill_svaba_22688	FP	1	17
HG2_Ill_scalpel_17204	TP	34	29
HG3_10X_allpass_3483	TP	32	20
HG2_Ill_scalpel_17205	TP	37	1
HG2_10X_allpass_2844	TP	49	28
HG3_Ill_SVrefine2DISCOVARDovetail_13115	TP	29	0
HG3_Ill_GATKHC_29071	TP	26	21
HG3_10X_allpass_3485	TP	17	24
HG2_Ill_Krunchall_24596	TP	22	-1
HG3_Ill_Krunchall_24143	TP	18	14
HG3_Ill_150bpfermikitraw_22875	TP	4	95
HG2_Ill_MetaSV_2887	TP	14	53
HG2_PB_SVrefine2PB10Xhap12_13603	TP	107	0
HG3_PB_pbsv_18293	TP	16	3
HG4_Ill_FB_15433	TP	7	15
HG2_Ill_150bpfermikitraw_22841	TP	27	3
HG4_PB_HySA_26876	TP	1368	1358
HG2_Ill_GATKHC_29162	TP	53	19
HG2_Ill_250bpfermikitraw_24256	TP	26	49
HG3_Ill_svaba_22962	TP	15	30
HG4_PB_pbsv_18538	TP	30	51
HG2_Ill_GATKHCSBGrefine_12136	TP	52	17
HG3_Ill_150bpfermikitraw_22881	FP	24	498
HG3_Ill_250bpfermikitraw_23569	FP	33	36
HG3_Ill_GATKHC_29078	FP	6	54
HG3_PB_HySA_27803	FP	43	48
HG3_Ill_GATKHCSBGrefine_11998	FP	13	20
HG4_Ill_FB_15436	TP	38	14
HG2_Ill_Krunchall_24601	TP	17	19
HG2_PB_SVrefine2Falcon2Bionano_9173	TP	36	0
HG3_Ill_svaba_22971	FP	58	24
HG2_PB_assemblyticsfalcon_15500	TP	55	0
HG2_Ill_SVrefine2DISCOVARplusDovetail_7562	TP	50	80
HG3_Ill_GATKHC_29084	TP	14	16
HG2_Ill_150bpfermikitraw_22846	TP	37	17
HG4_Ill_150bpfermikitraw_22972	FP	54	0
HG4_Ill_150bpfermikitraw_22973	TP	17	4
HG3_Ill_Krunchall_24160	FP	59	0
HG4_Ill_GATKHC_29131	TP	15	-1
HG2_Ill_scalpel_17216	TP	5	12
HG3_CG_vcfBeta_9896	TP	50	1
HG4_PB_SVrefine2Falcon1Dovetail_11581	TP	53	1
HG4_Ill_scalpel_16822	FP	24	36
HG2_Ill_GATKHCSBGrefine_12138	TP	17	20
HG4_Ill_GATKHC_29134	TP	12	-1
HG3_Ill_150bpfermikitraw_22895	TP	55	0
HG3_Ill_150bpfermikitraw_22896	TP	44	11
HG3_Ill_GATKHC_29093	FP	87	107
HG4_Ill_150bpfermikitraw_22981	FP	39	217
HG2_Ill_Krunchall_24608	TP	29	29
HG3_Ill_GATKHC_29095	TP	13	22
HG2_Ill_GATKHC_29177	TP	33	29
HG3_Ill_GATKHC_29096	TP	60	0
HG4_Ill_250bpfermikitraw_23883	TP	7	11
HG3_Ill_GATKHCSBGrefine_12003	TP	31	1
HG2_Ill_svaba_22755	TP	21	29
HG4_Ill_GATKHC_29143	TP	11	8
HG2_Ill_GATKHC_29182	TP	38	32
HG3_Ill_150bpfermikitraw_22903	TP	25	1
HG2_Ill_svaba_22757	TP	81	20
HG2_PB_SVrefine2Falcon2Bionano_9178	TP	53	2
HG2_PB_HySA_33719	TP	7	11
HG4_Ill_FB_15447	TP	22	23
HG4_Ill_FB_15448	TP	21	28
HG2_PB_pbsv_18618	TP	32	24
HG2_Ill_GATKHC_29188	TP	27	33
HG2_Ill_GATKHCSBGrefine_12143	TP	8	14
HG2_PB_SVrefine2PB10Xhap12_13613	TP	26	0
HG2_PB_SVrefine2PBcRplusDovetail_6459	TP	19	-1
HG4_PB_HySA_26893	TP	8	2
HG3_PB_pbsv_18312	TP	6	26
HG3_Ill_scalpel_17571	TP	34	11
HG4_PB_pbsv_18553	FP	21	71
HG4_Ill_GATKHC_29153	TP	62	31
HG2_PB_SVrefine2Falcon2Bionano_9182	TP	24	-1
HG2_Ill_scalpel_17226	TP	5	7
HG4_Ill_GATKHC_29157	TP	6	9
HG2_Ill_scalpel_17228	TP	32	72
HG2_PB_SVrefine2Falcon2Bionano_9183	TP	30	-1
HG4_Ill_Krunchall_24926	TP	16	6
HG3_Ill_GATKHCSBGrefine_12008	TP	17	27
HG3_Ill_svaba_22994	FP	3	60
HG2_Ill_150bpfermikitraw_22864	TP	3	-1
HG2_Ill_Krunchall_24624	TP	4	0
HG4_Ill_Krunchall_24930	FP	17	115
HG4_Ill_Krunchall_24931	TP	21	30
HG3_Ill_150bpfermikitraw_22915	TP	39	34
HG4_Ill_Krunchall_24932	TP	31	35
HG2_PB_assemblyticsfalcon_15531	TP	13	21
HG4_Ill_svaba_22727	FP	14	20
HG3_Ill_GATKHC_29113	FP	2	-1
HG4_Ill_GATKHC_29166	FP	14	52
HG3_PB_HySA_27827	TP	14	8
HG2_CG_vcfBeta_10476	TP	26	26
HG3_Ill_250bpfermikitraw_23599	TP	24	24
HG2_Ill_Krunchall_24629	TP	19	13
HG4_Ill_250bpfermikitraw_23905	TP	26	37
HG3_CG_vcfBeta_9908	TP	20	5
HG3_Ill_GATKHCSBGrefine_12013	FP	9	68
HG2_Ill_250bpfermikitraw_24286	TP	28	36
HG2_Ill_GATKHC_29201	TP	12	-1
HG3_Ill_250bpfermikitraw_23604	FP	4	-1
HG4_PB_assemblyticsfalcon_15257	TP	17	6
HG3_Ill_MetaSV_3041	TP	57	6
HG2_Ill_FB_15592	TP	38	0
HG2_Ill_GATKHC_29203	TP	28	1
HG4_Ill_Krunchall_24942	FP	38	65
HG4_Ill_150bpfermikitraw_23011	TP	30	13
HG2_PB_HySA_33739	TP	62	13
HG4_Ill_250bpfermikitraw_23913	TP	26	-1
HG4_Ill_GATKHC_29175	FP	4	39
HG3_Ill_250bpfermikitraw_23607	TP	5	38
HG2_Ill_GATKHC_29205	TP	27	31
HG2_Ill_GATKHCSBGrefine_12151	TP	20	13
HG2_Ill_GATKHC_29207	TP	26	7
HG2_PB_HySA_33743	TP	10	2
HG2_PB_HySA_33745	TP	63	31
HG2_Ill_Krunchall_24637	TP	20	-1
HG4_Ill_250bpfermikitraw_23916	TP	37	-1
HG3_Ill_SVrefine2DISCOVARDovetail_13146	FP	30	-1
HG2_Ill_SVrefine2DISCOVARplusDovetail_7577	TP	63	-1
HG2_Ill_GATKHC_29210	TP	23	2
HG2_Ill_GATKHC_29211	TP	47	-1
HG2_Ill_GATKHC_29212	TP	14	14
HG2_PB_assemblyticsfalcon_15544	TP	5	-1
HG2_Ill_breakscan11_2666	TP	20	44
HG2_PB_SVrefine2PB10Xhap12_13624	TP	14	42
HG3_CG_vcfBeta_9912	TP	16	14
HG3_Ill_scalpel_17583	TP	179	18
HG2_PB_SVrefine2Falcon2Bionano_9190	TP	9	-1
HG4_Ill_Krunchall_24949	TP	16	20
HG3_CG_vcfBeta_9915	TP	24	25
HG4_Ill_250bpfermikitraw_23923	TP	23	35
HG4_Ill_Krunchall_24951	FP	41	0
HG2_Ill_SVrefine2DISCOVARplusDovetail_7583	TP	32	16
HG2_Ill_SVrefine2DISCOVARplusDovetail_7584	TP	7	95
HG3_Ill_250bpfermikitraw_23614	TP	8	8
HG4_Ill_FB_15465	TP	13	0
HG4_Ill_150bpfermikitraw_23022	FP	13	62
HG2_Ill_GATKHCSBGrefine_12158	TP	11	0
HG2_Ill_150bpfermikitraw_22886	TP	22	0
HG3_Ill_GATKHC_29129	TP	45	0
HG4_Ill_250bpfermikitraw_23928	FP	1	14
HG2_PB_SVrefine2PBcRplusDovetail_6469	TP	1	-1
HG4_Ill_FB_15468	TP	55	0
HG2_PB_HySA_33759	TP	9	2
HG3_PB_pbsv_18328	FP	14	43
HG3_Ill_150bpfermikitraw_22934	FP	3	-1
HG3_Ill_svaba_23015	TP	46	2
HG2_Ill_FB_15607	TP	6	77
HG2_PB_SVrefine2Falcon2Bionano_9192	TP	22	0
HG2_PB_SVrefine2PB10Xhap12_13631	TP	364	0
HG2_PB_SVrefine2Falcon2Bionano_9194	TP	3	0
HG2_PB_SVrefine2PBcRplusDovetail_6473	TP	27	-1
HG3_Ill_GATKHC_29135	TP	45	5
HG2_PB_SVrefine2PB10Xhap12_13633	TP	18	0
HG3_PB_SVrefine2Falcon1Dovetail_11580	TP	60	14
HG3_Ill_svaba_23018	FP	3	47
HG2_Ill_scalpel_17248	TP	40	-1
HG3_Ill_GATKHC_29137	FP	22	43
HG2_CG_vcfBeta_10489	TP	54	0
HG2_PB_SVrefine2PB10Xhap12_13635	TP	52	15
HG2_Ill_FB_15611	TP	43	1
HG2_PB_SVrefine2Falcon2Bionano_9200	TP	49	-1
HG2_Ill_GATKHC_29228	TP	88	0
HG2_PB_SVrefine2Falcon2Bionano_9201	TP	57	0
HG4_Ill_Krunchall_24967	FP	36	19
HG4_PB_SVrefine2Falcon1Dovetail_11604	TP	59	17
HG4_Ill_150bpfermikitraw_23033	TP	17	-1
HG4_Ill_250bpfermikitraw_23935	FP	27	-1
HG3_Ill_GATKHCSBGrefine_12026	TP	35	2
HG2_PB_SVrefine2PB10Xhap12_13642	TP	1	-1
HG2_PB_pbsv_18657	TP	5	18
HG3_Ill_GATKHC_29142	TP	2	2
HG3_Ill_svaba_23024	TP	1	1
HG2_Ill_GATKHCSBGrefine_12166	TP	12	1
HG4_Ill_svaba_22753	FP	2	51
HG2_Ill_Krunchall_24653	TP	16	24
HG4_PB_HySA_26932	TP	4	27
HG3_Ill_Krunchall_24206	TP	62	1
HG4_Ill_FB_15478	TP	9	16
HG2_Ill_FB_15616	TP	47	0
HG3_Ill_GATKHC_29147	TP	59	4
HG2_Ill_150bpfermikitraw_22900	TP	19	13
HG3_Ill_SVrefine2DISCOVARDovetail_13169	TP	31	1
HG3_PB_SVrefine2PBcRDovetail_9134	TP	5	-1
HG3_Ill_GATKHCSBGrefine_12028	TP	21	7
HG3_Ill_FB_15575	FP	24	21
HG4_Ill_svaba_22756	TP	26	14
HG2_Ill_GATKHCSBGrefine_12169	TP	37	2
HG3_Ill_svaba_23029	TP	100	21
HG2_Ill_150bpfermikitraw_22903	TP	25	0
HG2_Ill_SVrefine2DISCOVARplusDovetail_7600	TP	30	30
HG2_Ill_Krunchall_24658	TP	116	37
HG3_Ill_GATKHC_29153	FP	37	40
HG3_Ill_FB_15578	TP	11	26
HG2_Ill_SpiralSDKrefine_9857	TP	24	41
HG2_Ill_SVrefine2DISCOVARplusDovetail_7605	TP	30	-1
HG3_Ill_GATKHC_29156	TP	9	15
HG4_Ill_Krunchall_24977	TP	26	44
HG3_Ill_GATKHCSBGrefine_12032	TP	22	46
HG4_Ill_manta_4195	TP	33	24
HG2_PB_SVrefine2Falcon1plusDovetail_6995	TP	83	-1
HG2_Ill_scalpel_17263	TP	25	25
HG2_Ill_GATKHCSBGrefine_12177	TP	24	19
HG4_Ill_150bpfermikitraw_23045	FP	23	87
HG2_Ill_150bpfermikitraw_22908	TP	44	42
HG4_Ill_250bpfermikitraw_23947	TP	14	19
HG2_Ill_GATKHCSBGrefine_12179	TP	23	18
HG2_Ill_150bpfermikitraw_22909	TP	31	69
HG2_PB_SVrefine2PB10Xhap12_13655	TP	3	67
HG3_Ill_150bpfermikitraw_22953	FP	45	38
HG4_Ill_150bpfermikitraw_23049	TP	17	41
HG2_Ill_Cortex_4929	TP	28	27
HG2_Ill_150bpfermikitraw_22912	TP	6	18
HG2_Ill_250bpfermikitraw_24324	TP	14	19
HG2_Ill_250bpfermikitraw_24325	TP	52	65
HG2_10X_SVrefine210Xhap12_13057	TP	11	88
HG3_Ill_150bpfermikitraw_22955	TP	55	30
HG2_Ill_scalpel_17271	TP	58	0
HG3_Ill_Spiral_18801	TP	45	24
HG3_Ill_FB_15583	FP	67	17
HG2_Ill_svaba_22812	TP	22	27
HG4_Ill_150bpfermikitraw_23058	TP	33	27
HG4_Ill_250bpfermikitraw_23960	TP	19	49
HG4_Ill_Krunchall_24996	TP	22	-1
HG2_PB_SVrefine2PB10Xhap12_13657	TP	15	3
HG3_Ill_Krunchall_24224	FP	5	-1
HG3_Ill_FB_15586	FP	38	55
HG4_Ill_Krunchall_24998	TP	21	40
HG4_Ill_scalpel_16876	TP	29	22
HG3_Ill_GATKHCSBGrefine_12041	TP	45	0
HG3_Ill_Cortex_2140	TP	18	31
HG2_PB_SVrefine2Falcon2Bionano_9219	TP	2	0
HG4_Ill_GATKHC_29245	TP	6	31
HG2_PB_SVrefine2Falcon1plusDovetail_7005	TP	18	-1
HG4_PB_SVrefine2PBcRDovetail_9404	TP	60	-1
HG2_Ill_250bpfermikitraw_24339	TP	32	48
HG3_Ill_Spiral_18808	TP	56	0
HG3_PB_SVrefine2Falcon1Dovetail_11607	TP	1	-1
HG2_Ill_MetaSV_2906	TP	16	0
HG2_Ill_SpiralSDKrefine_9874	TP	20	23
HG3_Ill_svaba_23051	FP	4	26
HG4_Ill_GATKHC_29250	TP	18	11
HG4_Ill_SVrefine2DISCOVARDovetail_12997	TP	22	30
HG4_Ill_Krunchall_25006	TP	30	24
HG4_PB_SVrefine2Falcon1Dovetail_11626	TP	16	8
HG4_Ill_GATKHC_29252	TP	42	29
HG2_PB_SVrefine2Falcon2Bionano_9223	TP	30	50
HG2_PB_SVrefine2PB10Xhap12_13667	TP	29	-1
HG2_Ill_GATKHC_29274	TP	19	33
HG3_PB_SVrefine2PBcRDovetail_9147	FP	5	40
HG3_Ill_Krunchall_24234	FP	5	44
HG3_Ill_Krunchall_24235	FP	6	29
HG3_Ill_250bpfermikitraw_23651	FP	23	24
HG2_Ill_GATKHC_29275	TP	18	19
HG2_PB_pbsv_18683	TP	8	26
HG3_Ill_250bpfermikitraw_23652	TP	33	27
HG2_Ill_scalpel_17282	TP	721	17
HG2_Ill_FB_15639	TP	61	19
HG2_Ill_150bpfermikitraw_22932	TP	40	30
HG3_Ill_GATKHC_29192	FP	19	3
HG2_Ill_GATKHC_29279	TP	26	29
HG2_PB_SVrefine2PB10Xhap12_13671	TP	27	1
HG2_Ill_GATKHC_29280	TP	95	32
HG4_PB_HySA_26973	TP	41	67
HG4_Ill_GATKHC_29258	TP	27	29
HG2_Ill_GATKHC_29282	TP	62	0
HG2_Ill_SVrefine2DISCOVARplusDovetail_7617	TP	30	-1
HG2_PB_assemblyticsPBcR_15207	TP	31	2
HG3_Ill_Krunchall_24243	TP	48	0
HG4_Ill_GATKHC_29262	TP	52	1
HG2_Ill_FB_15646	TP	46	10
HG2_Ill_svaba_22834	TP	41	115
HG2_Ill_150bpfermikitraw_22940	TP	35	20
HG2_PB_assemblyticsfalcon_15632	TP	21	29
HG3_PB_SVrefine2Falcon1Dovetail_11621	TP	20	20
HG2_Ill_scalpel_17289	TP	42	19
HG4_Ill_SVrefine2DISCOVARDovetail_13007	FP	28	32
HG4_Ill_GATKHCSBGrefine_12599	TP	40	22
HG2_10X_SVrefine210Xhap12_13070	TP	21	19
HG2_PB_SVrefine2Falcon2Bionano_9233	TP	2	3
HG4_Ill_250bpfermikitraw_23991	TP	37	10
HG2_Ill_GATKHC_29292	TP	13	-1
HG2_Ill_MetaSV_2911	TP	27	4
HG3_Ill_manta_4033	TP	19	25
HG2_Ill_150bpfermikitraw_22943	TP	13	17
HG3_Ill_scalpel_17630	TP	41	0
HG3_Ill_FB_15609	TP	32	30
HG3_Ill_scalpel_17632	FP	17	30
HG2_Ill_150bpfermikitraw_22946	TP	16	11
HG4_Ill_scalpel_16896	TP	3	21
HG2_Ill_150bpfermikitraw_22947	TP	43	1
HG3_Ill_250bpfermikitraw_23667	TP	65	0
HG4_Ill_150bpfermikitraw_23090	TP	32	0
HG4_Ill_MetaSV_3014	FP	21	56
HG4_Ill_Krunchall_25028	TP	26	0
HG2_Ill_SpiralSDKrefine_9891	TP	15	26
HG4_Ill_scalpel_16900	TP	36	1
HG2_Ill_GATKHCSBGrefine_12201	TP	22	-1
HG3_Ill_250bpfermikitraw_23670	TP	21	-1
HG3_Ill_Krunchall_24256	TP	12	36
HG4_PB_SVrefine2Falcon1Dovetail_11638	TP	3	19
HG3_Ill_GATKHC_29212	TP	2	-1
HG3_Ill_150bpfermikitraw_22991	FP	1	10
HG4_Ill_GATKHC_29284	TP	27	28
HG4_Ill_150bpfermikitraw_23093	TP	24	20
HG2_Ill_GATKHCSBGrefine_12202	TP	24	17
HG4_Ill_250bpfermikitraw_24003	TP	32	37
HG4_Ill_FB_15519	FP	17	11
HG3_Ill_GATKHC_29215	TP	18	22
HG2_Ill_150bpfermikitraw_22955	TP	21	18
HG4_Ill_Krunchall_25035	FP	56	63
HG3_Ill_svaba_23076	TP	17	24
HG2_Ill_GATKHC_29311	TP	24	18
HG4_Ill_svaba_22810	TP	29	33
HG2_Ill_Krunchall_24717	TP	25	29
HG2_Ill_150bpfermikitraw_22960	TP	48	0
HG2_PB_SVrefine2Falcon2Bionano_9238	TP	2	5
HG3_PB_HySA_27928	TP	1	2
HG3_Ill_250bpfermikitraw_23680	TP	19	24
HG4_Ill_GATKHC_29296	TP	16	21
HG3_Ill_Krunchall_24265	TP	26	3
HG4_Ill_scalpel_16908	TP	23	2
HG3_Ill_scalpel_17642	TP	34	4
HG2_Ill_250bpfermikitraw_24380	TP	24	17
HG4_Ill_GATKHC_29300	TP	16	39
HG3_Ill_SVrefine2DISCOVARDovetail_13205	TP	35	1
HG4_PB_assemblyticsfalcon_15376	TP	64	34
HG2_Ill_Krunchall_24725	TP	41	41
HG4_Ill_Krunchall_25047	TP	12	16
HG4_PB_HySA_27005	FP	1	51
HG3_Ill_GATKHCSBGrefine_12056	TP	2	47
HG2_Ill_GATKHC_29323	TP	25	22
HG3_PB_HySA_27936	TP	18	30
HG3_Ill_Krunchall_24271	FP	1	29
HG2_Ill_scalpel_17309	TP	20	-1
HG4_Ill_GATKHCSBGrefine_12613	FP	21	-1
HG3_Ill_250bpfermikitraw_23691	FP	86	-1
HG4_Ill_Krunchall_25052	TP	12	-1
HG2_PB_HySA_33881	TP	70	20
HG3_Ill_GATKHC_29230	TP	30	13
HG3_Ill_svaba_23082	TP	42	2
HG3_Ill_FB_15622	TP	27	1
HG2_Ill_150bpfermikitraw_22968	TP	42	14
HG3_Ill_FB_15623	TP	47	42
HG3_Ill_GATKHC_29234	TP	7	15
HG2_PB_assemblyticsPBcR_15248	TP	17	1
HG2_Ill_Krunchall_24735	TP	31	-1
HG4_Ill_150bpfermikitraw_23111	TP	20	0
HG4_Ill_scalpel_16917	TP	25	75
HG2_PB_SVrefine2PB10Xhap12_13694	TP	15	18
HG3_Ill_scalpel_17652	TP	25	23
HG4_Ill_250bpfermikitraw_24026	TP	1	29
HG3_Ill_svaba_23089	TP	57	34
HG3_Ill_scalpel_17654	TP	21	18
HG2_Ill_250bpfermikitraw_24396	TP	6	6
HG2_Ill_Krunchall_24743	TP	17	22
HG3_PB_assemblyticsfalcon_15624	TP	26	19
HG2_Ill_GATKHC_29339	TP	29	53
HG3_Ill_scalpel_17656	FP	1	67
HG2_Ill_GATKHC_29340	TP	49	7
HG4_Ill_FB_15531	TP	19	28
HG3_Ill_Krunchall_24290	FP	9	27
HG2_Ill_SpiralSDKrefine_9913	TP	63	19
HG4_CG_vcfBeta_11585	TP	22	22
HG3_PB_SVrefine2PBcRDovetail_9162	TP	120	-1
HG2_Ill_GATKHC_29343	TP	54	0
HG2_PB_PB10Xdip_18448	TP	38	0
HG2_Ill_Krunchall_24753	TP	21	28
HG4_Ill_FB_15533	TP	25	30
HG2_PB_SVrefine2PB10Xhap12_13699	TP	36	0
HG3_Ill_150bpfermikitraw_23018	FP	9	47
HG2_Ill_MetaSV_2916	TP	23	75
